STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml
2279,"WELL AT ZUARI INDUSTRIES LTD, ZUARI NAGAR",Goa,30,30,30,6.8,6.8,6.8,1542,1542,1542,1.5,1.5,1.5,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
2280,WELL AT KUDAI INDL. ESTATE(M/S CADILA HEALTHCARE LIMITED),Goa,29.7,31,30.4,6.1,6.6,6.3,208,1479,844,0.1,1.6,0.9,1.1,3.5,2.3,NA,NA,NA,NA,NA,NA
2281,WELL AT CORLIM INDL. ESTATE,Goa,28.5,30,29.3,5.4,6.1,5.8,45,1420,733,0.2,1.1,0.7,0.1,0.3,0.2,23,49,36,79,170,125
2282,WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM ),Goa,31,31.6,31.3,5.9,7,6.4,155,1497,826,0.2,0.3,0.3,0.3,1.2,0.7,23,23,23,79,79,79
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,Goa,29.2,32.2,30.7,7,7,7,14,328,171,0.1,3,1.6,0,0.2,0.1,2,13,8,13,33,23
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,Goa,30,31,30.5,5.5,6.9,6.2,83,1429,756,0.7,1.6,1.2,0.9,1.4,1.2,8,8,8,17,17,17
3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,Goa,31.5,31.6,31.6,6.7,7.9,7.3,253,1404,829,0.9,1.5,1.2,0.1,1.5,0.8,240,240,240,540,540,540
2453,"VILLAGE KHANVEL, DADRA",DADRA & NAGAR HAVELI,31,31,31,6.7,6.7,6.7,621,621,621,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA
2454,"VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,32,32,32,6.9,6.9,6.9,660,660,660,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA
2455,"VILLAGE MASAT, DADRA",DADRA & NAGAR HAVELI,31,31,31,7,7,7,1594,1594,1594,NA,NA,NA,1.7,1.7,1.7,NA,NA,NA,NA,NA,NA
2456,"VILLAGE PIPERIA, DADRA",DADRA & NAGAR HAVELI,32,32,32,6.9,6.9,6.9,1600,1600,1600,NA,NA,NA,4.5,4.5,4.5,NA,NA,NA,NA,NA,NA
2457,"VILLAGE GALONDA, DADRA",DADRA & NAGAR HAVELI,31,31,31,7,7,7,1060,1060,1060,NA,NA,NA,2.2,2.2,2.2,NA,NA,NA,10,10,10
2458,"VILLAGE, DADRA",DADRA & NAGAR HAVELI,31,31,31,7.2,7.2,7.2,3000,3000,3000,11,11,11,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN & DIU,29,32,30.7,6.9,7.4,7.2,830,1475,1255,NA,NA,NA,0.1,6.4,2.6,2,2,2,16,16,16
2448,"VILLAGE BHIMPORE, DAMAN",DAMAN & DIU,31,32,31.5,6.6,7.1,6.9,828,13000,6914,NA,NA,NA,0.4,7.4,3.9,1,1,1,6,6,6
2449,"VILLAGE RINGANWADA, DAMAN",DAMAN & DIU,31,31,31,6.9,6.9,6.9,2358,2358,2358,8,8,8,6.8,6.8,6.8,5,5,5,26,26,26
2450,"VILLAGE DUNETHA, DAMAN",DAMAN & DIU,31,31,31,6.8,6.8,6.8,680,680,680,NA,NA,NA,2.1,2.1,2.1,NA,NA,NA,20,20,20
2451,"VILLAGE DABHEL, DAMAN",DAMAN & DIU,32,32,32,6.6,6.6,6.6,1438,1438,1438,NA,NA,NA,2.6,2.6,2.6,5,5,5,18,18,18
2452,"VILLAGE KACHIGAM, DAMAN",DAMAN & DIU,32,32,32,7,7,7,1580,1580,1580,7,7,7,9.4,9.4,9.4,10,10,10,34,34,34
1620,"AT RAIPUR REGION, CHHATISSGARH",Chhattisgarh,23.4,28.4,25.9,7.4,7.9,7.6,496,692,594,0.2,0.6,0.4,0,0,0,NA,NA,NA,2,2,2
1621,"AT RAIPUR REGION,CHHATISSGARH",Chhattisgarh,23.7,29,26.4,7.3,7.7,7.5,518,584,551,0.4,0.8,0.6,0,0,0,NA,NA,NA,4,8,6
1622,"AT BILASPUR REGION, CHHATISSGARH",Chhattisgarh,30,30,30,7.5,7.5,7.5,604,604,604,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,10,10,10
1623,"AT BILASPUR REGION, CHHATISSGARH",Chhattisgarh,30,30,30,7.5,7.5,7.5,1599,1599,1599,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,12,12,12
3169,Drinking Water intake well of Municipal cop. Korba before treatment plant at kohadia village Korba.,CHHATTISGARH,25.3,27.1,26.2,7.1,7.2,7.2,66,66,66,1,2.6,1.6,0.7,1.1,0.9,NA,NA,NA,30,60,44
3170,Drinking Water intake well of Municipal cop. Korba after treatment plant at kohadia village Korba.,CHHATTISGARH,25.4,27.2,26.3,7.2,7.3,7.2,68,68,68,0.4,1,0.7,0.4,0.9,0.7,NA,NA,NA,10,27,22
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL AREA, BHILAI, CHHATISGARH.",Chhattisgarh,NA,NA,NA,7.4,7.4,7.4,NA,NA,NA,1.2,1.8,1.5,0.2,0.4,0.3,NA,NA,NA,9,9,9
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA",Chhattisgarh,26.4,26.8,26.6,6.8,6.9,6.9,NA,NA,NA,0.4,0.6,0.5,0.6,0.8,0.7,NA,NA,NA,2,2,2
3173,"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA",Chhattisgarh,26.6,26.9,26.8,7.1,7.2,7.1,NA,NA,NA,0.4,4,2.2,0.4,0.6,0.5,NA,NA,NA,NA,NA,NA
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC,KORBA",Chhattisgarh,26.3,26.9,26.6,7.2,7.2,7.2,NA,NA,NA,0.6,2,1.3,0.4,1.1,0.7,NA,NA,NA,2,70,36
1825,PATNA,Bihar,22,22,22,7.1,7.1,7.1,1140,1140,1140,NA,NA,NA,0,0,0,11,11,11,22,22,22
1826,PATNA,Bihar,25,25,25,7.7,7.7,7.7,609,609,609,NA,NA,NA,0,0,0,7,7,7,17,17,17
1827,PATNA,Bihar,21,21,21,7.5,7.5,7.5,651,651,651,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1828,PATNA,Bihar,21,21,21,7.4,7.4,7.4,635,635,635,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1829,PATNA,Bihar,21,21,21,7.5,7.5,7.5,637,637,637,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1830,MUZAFFARPUR,Bihar,22,22,22,7.1,7.1,7.1,1190,1190,1190,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1831,MUZAFFARPUR,Bihar,22,22,22,7.3,7.3,7.3,845,845,845,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1832,BEGUSARAI,Bihar,24,24,24,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,6,6,6,14,14,14
1833,BEGUSARAI,Bihar,24,24,24,7.5,7.5,7.5,NA,NA,NA,NA,NA,NA,0,0,0,4,4,4,7,7,7
1834,PURNEA,Bihar,26,26,26,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,4,4,4,8,8,8
1835,PURNEA,Bihar,24,24,24,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,6,6,6,12,12,12
1836,BEGUSARAI,Bihar,26,26,26,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,6,6,6,20,20,20
1837,BEGUSARAI,Bihar,26,26,26,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,0,0,0,7,7,7,21,21,21
1838,MUNGER,Bihar,26,26,26,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,0,0,0,2,2,2,4,4,4
1839,MUNGER,Bihar,25,25,25,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,4,4,4,9,9,9
1840,MOTIHARI,Bihar,27,27,27,7.5,7.5,7.5,768,768,768,NA,NA,NA,0,0,0,11,11,11,27,27,27
1844,"CHAPRA (SPECIFY LOCATION), BIHAR",Bihar,26,26,26,7.7,7.7,7.7,516,516,516,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2578,BHOJPUR,Bihar,25,25,25,7.7,7.7,7.7,546,546,546,NA,NA,NA,0,0,0,8,8,8,13,13,13
2579,WELL AT BUXAR,Bihar,26,26,26,7.7,7.7,7.7,542,542,542,NA,NA,NA,0,0,0,8,8,8,17,17,17
2581,WELL-1 AT DARBHANGA,Bihar,27,27,27,7.2,7.2,7.2,896,896,896,NA,NA,NA,0,0,0,6,6,6,14,14,14
2582,WELL-2 AT DARBHANGA,Bihar,22,22,22,7.8,7.8,7.8,886,886,886,NA,NA,NA,0,0,0,6,6,6,17,17,17
2583,"WELL-1 AT GOPALGANJ (SPECIFY LOCATION), BIHAR",Bihar,24,24,24,7.6,7.6,7.6,610,610,610,NA,NA,NA,0,0,0,4,4,4,11,11,11
2584,"WELL-2 AT GOPALGANJ (SPECIFY LOCATION), BIHAR",Bihar,25,25,25,7.6,7.6,7.6,612,612,612,NA,NA,NA,0,0,0,6,6,6,9,9,9
2587,KHAGARIA,Bihar,26,26,26,7.5,7.5,7.5,NA,NA,NA,NA,NA,NA,0,0,0,7,7,7,21,21,21
2589,MADHEPURA,Bihar,24,24,24,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,0,0,0,4,4,4,11,11,11
2594,SAHARSA,Bihar,22,22,22,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,7,7,7,14,14,14
2595,SAMASTIPUR,Bihar,23,23,23,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,0,0,0,2,2,2,4,4,4
2596,SITAMARHI,Bihar,28,28,28,8,8,8,411,411,411,NA,NA,NA,0,0,0,7,7,7,17,17,17
2597,"SIWAN (SPECIFY LOCATION), BIHAR",Bihar,25,25,25,7.7,7.7,7.7,522,522,522,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2600,VAISHALI,Bihar,24,24,24,7.5,7.5,7.5,486,486,486,NA,NA,NA,0,0,0,4,4,4,7,7,7
3138,ARRAH (SPECIFY LOCATION),Bihar,26,26,26,7.8,7.8,7.8,585,585,585,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
3140,BETTIAH (SPECIFY LOCATION),Bihar,25,25,25,7.3,7.3,7.3,630,630,630,NA,NA,NA,0,0,0,2,2,2,4,4,4
3146,DUMRAON (SPECIFY LOCATION),Bihar,27,27,27,7.8,7.8,7.8,496,496,496,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
3148,JAMALPUR (SPECIFY LOCATION),Bihar,24,24,24,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0,0,0,7,7,7,16,16,16
3150,MANER (SPECIFY LOCATION),Bihar,24,24,24,7.8,7.8,7.8,432,432,432,NA,NA,NA,0,0,0,9,9,9,14,14,14
3152,NARKATIAGANJ (SPECIFY LOCATION),Bihar,24,24,24,7.5,7.5,7.5,392,392,392,NA,NA,NA,0,0,0,8,8,8,23,23,23
3156,SAMASTIPUR (SPECIFY LOCATION),Bihar,23,23,23,7.2,7.2,7.2,1810,1810,1810,NA,NA,NA,0,0,0,2,2,2,6,6,6
3159,SHAHPUR (SPECIFY LOCATION),Bihar,26,26,26,7.6,7.6,7.6,576,576,576,NA,NA,NA,0,0,0,7,7,7,14,14,14
3160,"RAXAUL (SPECIFY LOCATION), BIHAR",Bihar,27,27,27,7.2,7.2,7.2,806,806,806,NA,NA,NA,0,0,0,18,18,18,17,17,17
3161,KATIHAR (SPECIFY LOCATION),Bihar,26,26,26,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,0,0,0,9,9,9,27,27,27
3162,VAISHALI (SPECIFY LOCATION),Bihar,26,26,26,7.5,7.5,7.5,516,516,516,NA,NA,NA,0,0,0,4,4,4,9,9,9
1533,"*DIGBOI, TINSUKIA DISTT.,  ASSAM",Assam,23,24,23.5,6.4,6.6,6.5,734,762,748,0.7,2,1.4,5.4,8.6,7,0,36,18,0,24000,12000
1534,"*KARBI  ANGLONG DISTT., ASSAM",Assam,23,24,23.5,6.2,6.5,6.4,205,470,338,0.7,1.5,1.1,0.2,1.2,0.7,0,150,75,0,11000,5500
1535,"*SIBSAGAR , ASSAM",Assam,24,25,24.5,6.4,7.5,7,302,364,333,0.9,1.8,1.4,0.3,0.7,0.5,0,0,0,91,91,91
1536,"*SIBSAGAR, ASSAM",Assam,20,25,22.5,5.5,5.8,5.7,696,885,791,1.3,2.4,1.9,0.1,0.4,0.3,0,0,0,0,91,46
1537,"*(JORHAT, ASSAM",Assam,24,25,24.5,6.6,7.4,7,440,579,510,1.1,3.3,2.2,2.4,3.8,3.1,36,72,54,2100,4600,3350
1538,"*SILCHAR, ASSAM",Assam,20,24,22,4.7,5.4,5.1,100,149,125,0.3,1,0.7,2.5,4.8,3.7,0,36,18,0,4600,2300
1539,"*BARPETA, ASSAM",Assam,24,31,27.5,6.2,7.4,6.8,154,1043,599,1,2.9,2,0.5,2.5,1.5,0,0,0,0,0,0
1540,"*BONAIGAON, ASSAM",Assam,23,32,27.5,5.3,6.4,5.9,146,746,446,0.9,1.3,1.1,0.1,0.4,0.3,0,0,0,0,0,0
1541,"*GUWAHATI, ASSAM",Assam,22,24,23,6.3,6.4,6.4,734,1362,1048,1,3.8,2.4,7.4,12.2,9.8,0,240,120,230,24000,12115
1542,"*GUWAHATI, ASSAM",Assam,24,26,25,6.5,7.3,6.9,440,991,716,0.6,2.4,1.5,0.6,1.1,0.9,0,36,18,0,91,46
2243,"GROUND WATER FROM LEDO, MARGHERITA",Assam,23,23,23,5.7,5.7,5.7,436,745,591,0.7,0.9,0.8,6.7,9.8,8.3,0,0,0,0,0,0
2244,GROUND WATER FROM NAZIRA,Assam,21,25,23,6.3,6.9,6.6,520,604,562,0.8,1.4,1.1,3.3,3.8,3.6,0,9300,4650,36,9301,4669
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),Assam,25,28,26.5,5.4,5.9,5.7,95,400,248,0.9,1.1,1,1,4,2.5,30,430,230,431,1500,966
2246,GROUND WATER FROM SEMENCHAPARI,Assam,20,22,21,6.2,6.9,6.6,470,617,544,0.7,0.9,0.8,0,0.2,0.1,0,0,0,0,0,0
2247,GROUND WATER FROM SILAPATHAR,Assam,20,22,21,6.1,6.2,6.2,591,706,649,0.2,0.7,0.5,0.3,6.3,3.3,0,0,0,0,36,18
2248,GROUND WATER FROM LAKHIMPUR TOWN,Assam,26,26,26,6,7.1,6.6,810,823,817,1.2,3.2,2.2,1.4,9.8,5.6,0,0,0,30,360,195
2249,GROUND WATER FROM TEZPUR (MISSION CHARIALI),Assam,26,28,27,5.8,6.4,6.1,142,247,195,1,1.1,1.1,0.8,1.7,1.3,0,0,0,0,36,18
2250,GROUND WATER FROM NAGAON (PANIGAON),Assam,28,29,28.5,6.5,6.6,6.6,371,578,475,0.4,0.7,0.6,1,2.1,1.6,0,0,0,0,0,0
2251,GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT,Assam,25,29,27,5.7,7.2,6.5,995,1648,1322,0.5,4.2,2.4,5.9,8.6,7.3,0,73,37,0,11000,5500
2252,GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI,Assam,24,24,24,6.4,6.4,6.4,417,417,417,1.3,1.3,1.3,0.1,0.1,0.1,0,0,0,0,0,0
2253,GROUND WATER FROM NALBARI,Assam,25,26,25.5,6.6,7.1,6.9,456,745,601,1.1,1.1,1.1,4.4,6.5,5.5,0,0,0,0,0,0
2254,GROUND WATER FROM BARPETA ROAD(RLY STATION),Assam,25.1,32,28.6,6.8,7,6.9,870,1205,1038,0.1,0.5,0.3,0.2,0.2,0.2,0,930,465,0,110000,55000
2255,"GROUND WATER NEAR BPRL, DHALIGAON",Assam,26.5,32,29.3,6.4,7.4,6.9,600,893,747,0.6,1,0.8,4.9,7.3,6.1,0,0,0,0,4600,2300
2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),Assam,25,32,28.5,6.4,6.5,6.5,136,893,515,0.6,0.6,0.6,3,4.9,4,0,91,46,360,930,645
2257,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),Assam,24.2,34,29.1,7.2,7.2,7.2,729,1036,883,0.5,1.2,0.9,0.1,0.5,0.3,0,2300,1150,91,2301,1196
2258,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),Assam,27,33,30,6.5,6.6,6.6,465,613,539,0.4,1.1,0.8,2.8,3.1,3,0,0,0,230,2300,1265
2259,GROUND WATER FROM DIPHU (GOVT. COLLEGE),Assam,28,29,28.5,7.2,7.5,7.4,1126,1904,1515,0.7,2.8,1.8,1.2,1.9,1.6,0,0,0,0,0,0
2261,GROUND WATER FROM HAFLONG,Assam,12,20,16,7.1,7.1,7.1,464,668,566,0.4,3.9,2.2,0.2,0.2,0.2,0,0,0,0,150,75
2262,GROUND WATER FROM KARIMGANJ (COLLEGE),Assam,12,12,12,6.5,6.5,6.5,330,330,330,0.9,0.9,0.9,4.7,4.7,4.7,0,0,0,430,430,430
2263,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),Assam,13,20,16.5,6.2,6.9,6.6,309,417,363,0.4,0.5,0.5,0.5,1.6,1.1,0,0,0,0,0,0
2264,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,Assam,14,21,17.5,6.4,6.5,6.5,134,1190,662,3.1,4.1,3.6,0.6,4,2.3,0,910,455,280,29000,14640
1513,"B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.",ANDHRA PRADESH,23,23,23,7,7,7,2050,2050,2050,NA,NA,NA,2.5,2.5,2.5,NA,NA,NA,400,400,400
1514,"B/W. - VIJAY KUMAR AUTONAGAR VIJAYAWADA, KRISHNA DIST., A.P.",ANDHRA PRADESH,23,23,23,7.3,7.3,7.3,1639,1639,1639,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,400,400,400
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST., A.P.",ANDHRA PRADESH,19,19,19,7.4,7.4,7.4,1569,1569,1569,0.6,0.6,0.6,2.8,2.8,2.8,NA,NA,NA,400,400,400
1516,B W OF NAVLOK GARDENS NELLORE AP,ANDHRA PRADESH,29,29,29,7.4,7.4,7.4,1119,1119,1119,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,400,400,400
1517,"B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.",ANDHRA PRADESH,27,30.6,28.5,7.2,8.1,7.9,1520,1950,1687,0.8,1,0.9,3.1,8,4.6,0,0,0,20,40,32
1518,"B/W. - NANDYAL, KURNOOL DIST., A.P.",ANDHRA PRADESH,27,35,29.6,7.8,8.2,7.9,2150,5000,3720,1,1.6,1.4,4,14,8.4,0,0,0,20,50,36
1519,"B/W. - NAGIRI, CHITTOOR DIST., A.P",ANDHRA PRADESH,27,37,29.2,7.8,8.1,7.9,730,1510,1131,1.1,1.8,1.4,0,3.1,1.7,0,0,0,30,30,30
1520,"B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST., A.P.",ANDHRA PRADESH,27,39.5,31.1,7.6,8.3,7.9,723,1100,966,1.1,1.5,1.3,2.1,11.5,4.6,0,0,0,20,40,34
1521,"O/W. - NEAR RAMA TEMPLE , WARD NO.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,25,25,25,7.7,7.7,7.7,1790,1790,1790,1,1,1,5.4,5.4,5.4,9,9,9,120,120,120
1522,"O/W. PEDDANUYYI - VIZIANAGARAM, A.P",ANDHRA PRADESH,25,29,26,7.2,7.7,7.4,771,1343,962,1,1.2,1.1,1.1,1.8,1.4,4,23,16,4,150,84
1523,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST., A.P",ANDHRA PRADESH,27,27,27,7.9,7.9,7.9,347,347,347,1,1,1,0.2,0.2,0.2,3,3,3,14,14,14
1524,"O/W. -NEAR PARTAP NAGAR BRIIDGE -KAKINADA , E.G.DIST., A.P",ANDHRA PRADESH,26,26,26,7.4,7.4,7.4,1904,1904,1904,1.2,1.2,1.2,1.5,1.5,1.5,4,4,4,4,4,4
1795,"B/W. - PANCHAYAT OFFICE , , BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,32,32,32,7.7,7.7,7.7,3180,3180,3180,6.8,6.8,6.8,8,8,8,10,10,10,86,86,86
1810,"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD DIST. , A.P",ANDHRA PRADESH,28,28,28,7.5,7.5,7.5,1462,1462,1462,1,1,1,5,5,5,10,10,10,64,64,64
1811,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,29,29,29,6.9,6.9,6.9,4010,4010,4010,1.8,1.8,1.8,2,2,2,10,10,10,32,32,32
3087,"BORE WELL NEAR VILLAGE SECRETARIAT, PATHAPADU (V), KRISHNA, A.P.",ANDHRA PRADESH,23,23,23,7.1,7.1,7.1,1976,1976,1976,NA,NA,NA,5.2,5.2,5.2,NA,NA,NA,400,400,400
3088,"B/W AT J.NARASIMHA RAO’S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE, KOTHAGUDEM, KHAMMAM, A.P.",ANDHRA PRADESH,20,20,20,7.2,7.2,7.2,1700,1700,1700,NA,NA,NA,0.7,0.7,0.7,NA,NA,NA,400,400,400
3089,"HAND PUMP AT TANAM VILL., VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,25,25,25,7.7,7.7,7.7,2951,2951,2951,1.2,1.2,1.2,4.7,4.7,4.7,4,4,4,9,9,9
3090,"HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM , A.P.",ANDHRA PRADESH,26,26,26,7.2,7.2,7.2,2311,2311,2311,1,1,1,8.6,8.6,8.6,120,120,120,2400,2400,2400
3091,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,25,25,25,7.8,7.8,7.8,2608,2608,2608,1,1,1,8.8,8.8,8.8,4,4,4,28,28,28
3092,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM, A.P.",ANDHRA PRADESH,25,25,25,7.6,7.6,7.6,911,911,911,1,1,1,3.5,3.5,3.5,9,9,9,120,120,120
3093,"B/W AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM, DISTT SRIKAKULAM, A.P.",ANDHRA PRADESH,25,25,25,7.9,7.9,7.9,2096,2096,2096,1,1,1,6.3,6.3,6.3,4,4,4,11,11,11
3094,"Bore well at Akbarnagar, Ramagundam ",ANDHRA PRADESH,0,0,0,7.6,7.6,7.6,896,896,896,16,16,16,0,0,0,NA,NA,NA,NA,NA,NA
1791,Borewell at Pydipally near East side of Sai cheruvu ,ANDHRA PRADESH,0,0,0,7.9,7.9,7.9,1184,1184,1184,34,34,34,0,0,0,NA,NA,NA,NA,NA,NA
1792,"Borewell at CKM College, Enamamula ",ANDHRA PRADESH,0,0,0,8.1,8.1,8.1,1312,1312,1312,56,56,56,0,0,0,NA,NA,NA,NA,NA,NA
1793,Open well at Kundanpally near ash ponds of NTPC ,ANDHRA PRADESH,0,0,0,8.1,8.1,8.1,1784,1784,1784,21,21,21,0,0,0,NA,NA,NA,NA,NA,NA
1794,Borewell at Manakondur ,ANDHRA PRADESH,0,0,0,8,8,8,1099,1099,1099,24,24,24,0,0,0,NA,NA,NA,NA,NA,NA
16,Open well at Tadavai ,ANDHRA PRADESH,0,0,0,7.6,7.6,7.6,1577,1577,1577,12,12,12,0,0,0,NA,NA,NA,NA,NA,NA
26,Borewell at Vijayawada,ANDHRA PRADESH,22,22,22,7.3,7.3,7.3,1738,1738,1738,NA,NA,NA,0.95,0.95,1,NA,NA,NA,400,400,400
27,B/w at Peddavoora ,ANDHRA PRADESH,30,30,30,7.9,7.9,7.9,497,497,497,1,1,1,3,3,3,10,10,10,24,24,24
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,16,26,21,6.8,7.8,7.3,319,379,347,0.6,0.8,0.7,0.1,3,2,1,2,2,2,5,4
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,16,25,22,7.1,7.4,7.3,362,402,388,0.6,0.8,0.7,0.12,1.22,1,1,3,2,3,6,4
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,21,21,21,7.5,7.5,7.5,316,316,316,0.6,0.6,0.6,0,0,0,2,2,2,2,2,2
1558,"AT BADDI, H.P",HIMACHAL PRADESH,NA,NA,NA,7.3,7.3,7.3,311,311,311,0.1,0.1,0.1,3.18,3.99,3.55,2,2,2,2,2,2
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,NA,NA,NA,7.1,8,7.6,214,368,291,0.2,1,0.6,2.62,8,5,NA,NA,NA,12,12,12
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,NA,NA,NA,7.5,8.5,8,260,847,554,0.1,1,0.6,1.86,3,2,2,2,2,2,2,2
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,19,21,20,7.2,7.7,7.5,695,724,710,0.4,0.5,0.5,2.48,4,2.9,NA,NA,NA,NA,NA,NA
1562,"AT UNA, H.P",HIMACHAL PRADESH,18,19,19,7.9,8,7.9,591,698,645,0.4,0.5,0.5,2.64,3.56,3,NA,NA,NA,NA,NA,NA
1588,"PUNKUNNAM TRISSUR DISTT. , KERALA",HIMACHAL PRADESH,28,29,29,5.6,8.3,7.1,220,263,246,0.8,2.1,1.4,0,2,1,20,50,35,170,180,175
1872,SHIMLA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,4,17,11,6.9,8.1,7.5,142,782,381,0.2,54,10,8.48,12.44,10,12,1344,170,42,3360,386
1873,DHARAMSHALA KANGRA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,16,19,18,5.6,7.1,6.3,272,298,285,0.6,0.8,0.7,4.43,5,4.55,NA,NA,NA,NA,NA,NA
1874,SOLAN-D/S OF MSW DUMPING SIOT-,HIMACHAL PRADESH,16,22,19,7.2,8.3,7.8,150,738,396,0.1,2,1,9.66,10,10,2,152,40,10,264,87
